n_caracteristicas,metros,quartos,banheiros,vagas,descricao,endereco,y
4,52,1,1,2,0,JARDIM BRASIL,900.0
4,96,3,2,2,0,VILA AVIACAO,3000.0
4,75,2,2,1,0,JARDIM INFANTE DOM HENRIQUE,1025.0
4,92,3,2,2,0,JARDIM INFANTE DOM HENRIQUE,1500.0
6,61,2,1,1,50,JARDIM COLONIAL,1200.0
4,43,1,1,1,0,VILA SANTA TEREZA,1800.0
4,81,3,2,2,0,JARDIM INFANTE DOM HENRIQUE,1650.0
4,101,3,4,2,0,VILA MESQUITA,3200.0
4,128,3,1,2,0,JARDIM PAULISTA,1800.0
9,200,3,3,1,41,VILA SAO JOAO DA BOA VISTA,2100.0
4,300,4,5,2,0,VILA CIDADE UNIVERSITARIA,2500.0
4,47,1,1,-1,0,VILA NOVA CIDADE UNIVERSITARIA,1300.0
9,42,1,1,1,27,JARDIM PANORAMA,800.0
9,35,1,1,1,39,VILA AVIACAO,1800.0
9,71,2,2,-1,108,JARDIM SOLANGE,1850.0
9,38,1,1,1,18,VILA NOEMY,950.0
9,125,3,5,3,15,VILA AVIACAO,4200.0
9,300,3,5,3,24,JARDIM PAULISTA,5000.0
9,75,2,2,2,38,VILA SANTA TEREZA,850.0
4,50,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,850.0
9,62,2,2,2,30,JARDIM MARAMBA,1900.0
9,47,2,1,1,45,JARDIM ESTRELA D'ALVA,750.0
5,55,2,1,1,35,VILA GIUNTA,700.0
4,60,2,1,1,0,PARQUE PAULISTANO,700.0
9,38,1,1,1,85,VILA SANTA TEREZA,1700.0
4,3800,1,1,-1,0,VILA CARDIA,700.0
9,69,2,2,1,46,JARDIM BRASIL,1550.0
6,60,2,2,1,30,JARDIM INFANTE DOM HENRIQUE,1450.0
5,61,2,1,1,50,JARDIM COLONIAL,1200.0
9,65,2,1,1,52,JARDIM INFANTE DOM HENRIQUE,1300.0
4,508,3,3,2,0,JARDIM ESTORIL IV,4000.0
9,85,3,2,1,40,VILA SANTO ANTONIO,950.0
4,60,2,1,1,0,VILA CARDIA,700.0
4,40,1,1,1,0,VILA CIDADE UNIVERSITARIA,850.0
4,81,3,2,2,0,JARDIM INFANTE DOM HENRIQUE,1500.0
4,130,3,3,2,0,JARDIM ESTORIL IV,3600.0
9,150,5,5,2,46,JARDIM AURI VERDE,1600.0
9,38,1,1,1,23,VILA CIDADE UNIVERSITARIA,850.0
6,55,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,1300.0
4,52,2,1,1,0,VILA CIDADE UNIVERSITARIA,1200.0
9,101,3,4,2,44,VILA MESQUITA,2800.0
4,47,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,850.0
4,50,2,1,1,0,PARQUE,800.0
6,47,1,1,1,24,JARDIM INFANTE DOM HENRIQUE,1200.0
7,40,1,1,1,11,VILA CARDIA,600.0
9,250,3,5,3,66,JARDIM ESTORIL IV,3800.0
4,58,2,1,1,0,JARDIM AMERICA,850.0
4,77,3,3,2,0,JARDIM NASRALLA,1100.0
8,217,3,5,2,0,SAMAMBAIA PARQUE RESIDENCIAL,7000.0
9,220,3,5,4,18,RESIDENCIAL VILLAGGIO II,5300.0
9,110,3,3,2,36,JARDIM PANORAMA,1600.0
8,70,2,2,2,65,VILA NOVA CIDADE UNIVERSITARIA,1850.0
9,132,3,2,2,46,VILA NOVA CIDADE UNIVERSITARIA,2000.0
6,330,3,4,2,6,JARDIM ESTORIL,3000.0
4,60,2,2,1,0,VILA FALCAO,1000.0
9,35,1,1,1,24,ALAMEDA DOUTOR OCTAVIO PINHEIRO BRISOLLA  VILA NOVA CIDADE UNIVERSITARIA,750.0
4,240,3,6,4,0,JARDIM AMERICA,4200.0
8,100,3,3,1,28,VILA NOVA CIDADE UNIVERSITARIA,1000.0
9,350,3,5,2,23,JARDIM ESTORIL,2000.0
4,260,-1,2,3,0,VILA GUEDES DE AZEVEDO,12000.0
4,43,2,1,1,0,JARDIM FERRAZ,950.0
9,330,3,5,-1,32,VILA AVIACAO,6900.0
4,80,3,2,1,0,VILA AVIACAO,1100.0
9,183,3,4,3,48,VILA AVIACAO,6500.0
9,82,3,2,2,46,JARDIM INFANTE DOM HENRIQUE,1380.0
9,38,1,1,1,41,VILA MARACY,500.0
4,33,1,1,1,0,JARDIM NASRALLA,1000.0
7,100,4,2,-1,39,VILA PERROCA,2100.0
7,71,2,2,1,40,VILA MARACY,2200.0
6,62,2,1,1,20,CENTRO,800.0
9,50,2,1,2,38,VILA AEROPORTO,1150.0
9,135,3,5,-1,0,JARDIM ESTORIL IV,2500.0
9,75,2,2,2,39,VILA AVIACAO,2900.0
4,60,2,1,1,0,JARDIM SAMBURA,650.0
7,160,3,5,3,51,JARDIM PANORAMA,2200.0
9,85,3,2,1,28,VILA AVIACAO,1100.0
9,33,1,1,1,62,VILA AEROPORTO,1000.0
4,31,1,1,1,0,VILA MARACY,1200.0
9,120,3,2,-1,26,VILA SOUTO,2050.0
4,54,2,1,1,0,JARDIM PANORAMA,1200.0
7,48,2,1,1,23,PARQUE PAULISTA,500.0
4,36,1,1,-1,0,JARDIM INFANTE DOM HENRIQUE,850.0
4,200,3,1,-1,0,JARDIM AMERICA,2000.0
4,50,2,1,1,0,VILA SANTA TEREZA,1300.0
4,35,1,1,1,0,VILA SANTA TEREZA,1500.0
5,30,1,1,1,13,QUINTA RANIERI,750.0
9,245,4,6,3,9,VILA AVIACAO,6500.0
4,65,3,1,1,0,JARDIM INFANTE DOM HENRIQUE,1300.0
4,2500,6,7,6,0,PARQUE RESIDENCIAL PAINEIRAS,25000.0
4,212,4,3,6,0,JARDIM BRASIL,2600.0
4,300,10,2,-1,0,VILA MESQUITA,4000.0
4,31,1,1,1,0,VILA MARACY,1200.0
7,112,2,3,2,10,VILA CARDIA,1900.0
4,105,2,2,2,0,JARDIM AMERICA,1500.0
5,68,2,1,-1,32,JARDIM BELA VISTA,550.0
9,45,1,1,1,35,JARDIM INFANTE DOM HENRIQUE,700.0
9,55,2,1,1,29,JARDIM INFANTE DOM HENRIQUE,950.0
4,93,3,3,2,0,VILA AVIACAO,3000.0
4,96,3,2,2,0,VILA AVIACAO,3000.0
4,40,1,1,1,0,JARDIM PANORAMA,1800.0
4,165,3,5,3,0,JARDIM PAULISTA,5500.0
9,40,1,1,1,29,VILA SANTA TEREZA,1800.0
9,300,5,6,4,53,RESIDENCIAL TIVOLI,5500.0
4,90,3,2,2,0,VILA SILVA PINTO,1850.0
7,89,3,1,2,63,JARDIM INFANTE DOM HENRIQUE,1300.0
4,45,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,750.0
6,126,2,1,2,43,PARQUE VIADUTO,1300.0
9,134,3,2,2,34,JARDIM ESTORIL IV,2700.0
4,70,3,1,1,0,JARDIM AURI VERDE,750.0
9,260,3,4,3,48,JARDIM ESTORIL IV,3000.0
4,47,2,1,1,0,JARDIM SOLANGE,650.0
5,30,1,1,1,12,QUINTA RANIERI,750.0
4,38,1,1,1,0,JARDIM PANORAMA,1500.0
9,70,2,2,1,39,JARDIM INFANTE DOM HENRIQUE,1100.0
9,120,3,4,2,26,JARDIM INFANTE DOM HENRIQUE,4000.0
9,280,4,5,2,90,CENTRO,4000.0
4,300,2,1,2,0,VILA SAO JOAO DA BOA VISTA,3500.0
9,35,1,1,1,25,JARDIM PANORAMA,1000.0
9,330,3,4,-1,12,VILA AVIACAO,11000.0
9,71,2,1,1,91,JARDIM SOLANGE,1850.0
6,46,2,1,2,21,VILA SAO PAULO,600.0
9,300,3,5,3,133,JARDIM AEROPORTO,3400.0
8,80,3,3,2,15,JARDIM AEROPORTO,1600.0
4,183,3,5,3,0,VILA AVIACAO,6500.0
9,72,2,2,1,42,VILA SANTA TEREZA,1000.0
7,200,3,2,1,52,VILA SOUTO,1800.0
9,112,3,1,6,21,VILA SAO JOAO DA BOA VISTA,2800.0
4,36,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,600.0
9,60,3,1,1,28,RESIDENCIAL FRANCISCO LEMOS DE ALMEIDA,800.0
4,70,3,1,1,0,JARDIM AURI VERDE,850.0
9,35,1,1,1,47,VILA CIDADE UNIVERSITARIA,1150.0
4,68,2,2,1,0,VILA SANTA TEREZA,750.0
9,45,1,1,1,39,VILA CIDADE UNIVERSITARIA,790.0
9,63,2,2,1,39,JARDIM COLONIAL,1200.0
4,47,2,1,1,0,PARQUE UNIAO,950.0
9,150,4,4,2,47,VILA AMERICA,2100.0
4,182,3,4,3,0,VILA SANTA TEREZA,4000.0
7,51,2,1,-1,29,VILA MARACY,1150.0
4,200,3,4,2,0,JARDIM ESTORIL IV,2800.0
9,50,2,1,1,23,JARDIM SAMBURA,750.0
4,150,2,1,1,0,VILA GIUNTA,950.0
4,62,2,2,1,0,JARDIM AMALIA,1200.0
4,40,1,1,1,0,JARDIM PLANALTO,900.0
9,60,2,1,1,36,JARDIM INFANTE DOM HENRIQUE,800.0
4,47,2,1,1,0,JARDIM SAMBURA,1000.0
4,57,2,1,1,0,JARDIM PAULISTA,1000.0
4,38,1,1,1,0,JARDIM PLANALTO,800.0
9,80,3,2,1,48,VILA NOVA SANTA CLARA,1200.0
4,200,3,2,2,0,RESIDENCIAL JARDIM JUSSARA,1500.0
7,120,2,1,1,56,VILA AVIACAO,3700.0
4,45,2,1,1,0,JARDIM SAMBURA,850.0
4,3000,-1,5,-1,0,VILA AVIACAO B,12000.0
4,36,1,1,1,0,VILA CIDADE UNIVERSITARIA,600.0
4,420,5,6,4,0,JARDIM ESTORIL,5500.0
9,60,2,1,1,16,VILA SANTA IZABEL,1500.0
7,96,3,1,1,23,JARDIM PAULISTA,850.0
4,75,2,2,1,0,VILA FLORES,1000.0
4,39,1,1,1,0,VILA MARACY,1100.0
4,260,3,5,2,0,JARDIM ESTORIL IV,3600.0
4,65,2,2,1,0,CENTRO,1200.0
7,60,2,1,1,39,JARDIM OLIMPICO,750.0
4,59,2,2,1,0,RESIDENCIAL PARQUE GRANJA CECILIA B,1500.0
9,50,2,1,-1,35,JARDIM DONA SARAH,1050.0
4,91,3,4,2,0,VILA MESQUITA,3000.0
9,380,4,5,4,35,VILA AVIACAO,9000.0
4,38,1,1,1,0,JARDIM PLANALTO,950.0
8,36,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,1000.0
8,63,2,1,1,20,JARDIM COLONIAL,1200.0
5,80,1,1,-1,11,NUCLEO RESIDENCIAL PRESIDENTE GEISEL,980.0
9,85,3,2,2,51,VILA ALTINOPOLIS,1900.0
7,300,4,6,4,71,RESIDENCIAL TIVOLI II,5500.0
6,30,1,1,1,26,VILA SANTA TEREZA,750.0
9,203,3,4,4,29,VILA MESQUITA,5300.0
9,460,4,2,5,97,RESIDENCIAL LAGO SUL,18000.0
7,50,2,1,1,32,VILA INDEPENDENCIA,700.0
4,38,1,1,1,0,JARDIM PLANALTO,1000.0
9,101,3,4,2,40,VILA MESQUITA,3000.0
4,105,3,2,1,0,JARDIM INFANTE DOM HENRIQUE,1450.0
6,35,1,1,1,37,VILA CARDIA,750.0
4,95,3,2,-1,0,CENTRO,1000.0
8,91,3,3,1,41,JARDIM AMERICA,1500.0
9,64,2,2,1,27,VILA CARDIA,1500.0
4,55,2,1,1,0,PARQUE,600.0
5,35,1,1,-1,35,VILA SANTA TEREZA,670.0
4,60,2,1,1,0,VILA CARDIA,800.0
9,180,3,3,2,26,VILA SANTA TEREZA,2500.0
9,72,2,2,1,21,PARQUE JARDIM EUROPA,2500.0
4,65,2,1,1,0,VILA ALTINOPOLIS,1300.0
9,205,3,5,2,25,RESIDENCIAL TIVOLI II,4300.0
7,75,3,2,2,58,JARDIM ESTORIL,1500.0
7,100,3,2,2,26,VILA CIDADE UNIVERSITARIA,1500.0
9,3000,6,6,3,130,JARDIM SHANGRI LA,10000.0
9,62,2,1,1,33,JARDIM BRASIL,1500.0
4,65,2,2,2,0,VILA ALTINOPOLIS,1400.0
9,45,1,1,1,41,VILA CIDADE UNIVERSITARIA,1150.0
4,70,3,1,1,0,JARDIM MARAMBA,650.0
4,140,5,3,2,0,JARDIM AURI VERDE,1600.0
4,53,2,1,1,0,VILA MARACY,1000.0
4,55,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,850.0
7,154,3,3,1,46,VILA SANTO ANTONIO,1400.0
4,38,1,1,1,0,JARDIM PLANALTO,800.0
4,80,2,2,1,0,VILA NOVA CIDADE UNIVERSITARIA,1000.0
5,280,3,1,1,20,ALTOS DA CIDADE,1500.0
5,30,1,1,1,12,QUINTA RANIERI,750.0
7,90,3,1,1,22,PARQUE VISTA ALEGRE,1300.0
4,200,4,5,3,0,JARDIM AMERICA,4200.0
9,55,2,1,1,40,VILA SERRAO,1150.0
9,135,3,3,2,25,JARDIM VANIA MARIA,2000.0
4,70,2,1,2,0,JARDIM TERRA BRANCA,1550.0
8,60,2,1,1,19,JARDIM AEROPORTO,1550.0
7,45,2,1,1,20,VILA CAROLINA,650.0
4,56,2,2,1,0,JARDIM INFANTE DOM HENRIQUE,1000.0
7,120,3,3,2,53,JARDIM PANORAMA,2200.0
8,120,3,2,2,57,JARDIM PANORAMA,590000.0
9,133,3,2,2,24,CENTRO,1600.0
4,200,3,2,2,0,NUCLEO HABITACIONAL JOSE REGINO,1300.0
9,90,3,2,1,45,JARDIM INFANTE DOM HENRIQUE,950.0
7,54,1,2,1,0,JARDIM PANORAMA,600.0
4,4097,1,1,1,0,JARDIM PANORAMA,900.0
4,120,3,4,1,0,JARDIM PANORAMA,1800.0
4,260,3,4,3,0,ALTOS DA CIDADE,3800.0
4,69,2,2,1,0,VILA NOVA CIDADE UNIVERSITARIA,1950.0
5,40,1,1,1,29,JARDIM INFANTE DOM HENRIQUE,650.0
4,30,1,1,1,0,JARDIM COLONIAL,550.0
9,31,1,1,1,37,VILA AEROPORTO,800.0
4,32,1,2,1,0,VILA MARACY,1200.0
7,67,2,1,1,19,PRACA DOUTOR LUIZ ZUIANI   VILA CARDIA,1600.0
6,40,1,1,1,48,VILA CIDADE UNIVERSITARIA,900.0
9,47,2,1,1,29,PARQUE UNIAO,830.0
5,45,1,1,1,32,VILA SANTA IZABEL,1200.0
5,37,1,1,1,28,VILA CIDADE UNIVERSITARIA,1000.0
7,50,2,1,-1,24,VILA PACIFICO,700.0
8,39,1,1,1,22,VILA MARACY,650.0
6,70,2,2,1,29,JARDIM INFANTE DOM HENRIQUE,850.0
4,160,3,3,2,0,VILA FLORES,2200.0
7,55,2,1,1,27,VILA INDEPENDENCIA,500.0
4,16758,-1,2,2,0,CENTRO,5000.0
9,32,1,1,1,37,VILA ALTINOPOLIS,550.0
6,100,2,1,-1,29,VILA SANTA IZABEL,900.0
6,57,2,1,-1,20,CENTRO,900.0
9,65,2,1,2,11,JARDIM PAULISTA,1900.0
6,47,2,1,1,43,JARDIM ESTRELA D'ALVA,1000.0
4,96,3,2,2,0,VILA AVIACAO,3000.0
9,38,1,1,1,33,JARDIM PANORAMA,1000.0
4,100,1,1,2,0,NUCLEO RESIDENCIAL PRESIDENTE GEISEL,600.0
4,71,2,2,1,0,VILA NOVA CIDADE UNIVERSITARIA,1200.0
9,53,2,1,-1,28,JARDIM BRASIL,1050.0
4,39,1,1,2,0,JARDIM PETROPOLIS,800.0
9,135,3,2,2,60,JARDIM PANORAMA,1400.0
4,136,3,4,3,0,VILA SANTA TEREZA,2660.0
7,45,2,1,1,38,RESIDENCIAL PARQUE GRANJA CECILIA B,850.0
9,65,2,2,1,11,VILA AVIACAO,2900.0
4,543,9,4,4,0,VILA AEROPORTO,8000.0
6,74,3,2,1,67,JARDIM INFANTE DOM HENRIQUE,1400.0
5,55,1,1,1,15,VILA CIDADE UNIVERSITARIA,1300.0
4,65,2,1,1,0,VILA AVIACAO,920.0
9,68,2,1,1,37,VILA MARACY,1000.0
9,69,2,2,1,47,JARDIM PAULISTA,1750.0
5,40,1,1,1,12,VILA FALCAO,500.0
4,70,2,2,2,0,JARDIM ANA LUCIA,1850.0
4,74,2,2,2,0,JARDIM BRASIL,1300.0
9,81,3,3,2,173,VILA SILVA PINTO,1500.0
9,102,3,4,2,22,CENTRO,3000.0
6,140,2,1,1,11,JARDIM BELA VISTA,2200.0
4,85,3,2,1,0,VILA SANTA TEREZA,1900.0
4,59,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,1550.0
7,70,3,2,1,38,JARDIM MARAMBA,600.0
9,348,5,6,6,92,VILA QUAGGIO,4000.0
9,40,1,1,1,39,VILA ALTINOPOLIS,1400.0
4,47,2,1,1,0,VILA SOUTO,690.0
4,53,2,1,1,0,VILA CAROLINA,1000.0
4,65,3,1,1,0,VILA AEROPORTO,1400.0
4,36,1,1,-1,0,VILA CARDIA,550.0
4,260,3,2,3,0,JARDIM ESTORIL IV,3800.0
9,65,2,2,1,259,ALTO HIGIENOPOLIS,1740.0
9,68,2,2,1,37,CENTRO,1300.0
7,60,3,1,1,25,JARDIM AURI VERDE,750.0
6,59,2,1,1,28,JARDIM INFANTE DOM HENRIQUE,1550.0
5,53,1,1,1,23,VILA CIDADE UNIVERSITARIA,550.0
6,46,2,1,1,22,JARDIM MARIA CELIA,600.0
4,55,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,1000.0
7,60,2,1,1,15,VILA SANTA TEREZA,700.0
9,400,3,5,2,16,CENTRO,2200.0
8,57,2,1,1,47,JARDIM INFANTE DOM HENRIQUE,1650.0
9,58,3,1,1,17,JARDIM MARAMBA,700.0
6,55,2,1,1,45,VILA GIUNTA,950.0
4,182,4,1,3,0,VILA AVIACAO,6500.0
4,200,3,2,2,0,JARDIM ESTORIL IV,2800.0
4,36,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,750.0
4,75,2,2,1,0,JARDIM AMERICA,1400.0
4,35,1,1,1,0,VILA MARACY,1200.0
8,86,3,3,2,75,JARDIM PANORAMA,3200.0
5,30,1,1,1,10,JARDIM AEROPORTO,800.0
6,40,1,1,1,13,JARDIM INFANTE DOM HENRIQUE,900.0
9,45,2,1,1,23,VILA PACIFICO,720.0
8,82,1,2,3,30,JARDIM IVONE,800.0
9,200,4,4,3,37,JARDIM AMERICA,4500.0
4,145,4,3,2,0,CENTRO,1600.0
9,63,2,1,1,24,JARDIM INFANTE DOM HENRIQUE,1000.0
9,60,2,1,1,31,JARDIM AMERICA,700.0
6,68,3,1,1,44,PARQUE VIADUTO,750.0
7,60,2,1,1,26,VILA SOUTO,750.0
7,58,2,1,1,6,VILA CARDIA,800.0
6,35,1,1,1,31,VILA ALTINOPOLIS,950.0
7,45,2,1,2,40,PARQUE PAULISTA,900.0
9,70,2,1,1,277,JARDIM BOM SAMARITANO,580.0
7,54,3,1,1,28,PARQUE VIADUTO,750.0
4,42,1,1,-1,0,JARDIM BRASIL,700.0
9,65,2,1,1,0,JARDIM PANORAMA,1200.0
9,120,3,3,2,26,VILA NOVA CIDADE UNIVERSITARIA,1200.0
4,35,1,1,2,0,VILA SOUTO,680.0
9,55,3,1,1,5,PARQUE VIADUTO,550.0
9,90,3,1,2,39,VILA SANTA TEREZA,1900.0
9,80,2,1,1,27,VILA SANTA TEREZA,1500.0
9,132,3,2,2,33,VILA NOVA CIDADE UNIVERSITARIA,1500.0
9,80,2,3,1,26,JARDIM ESTORIL IV,1500.0
7,60,2,2,-1,22,VILA AVIACAO,920.0
4,60,3,2,1,0,JARDIM BELA VISTA,1150.0
9,300,4,4,4,27,RESIDENCIAL VILLAGGIO II,6500.0
5,68,3,1,2,21,JARDIM TERRA BRANCA,1400.0
5,80,2,1,-1,28,CENTRO,650.0
4,130,3,1,-1,0,CENTRO,2010.0
9,48,2,1,1,19,DISTRITO INDUSTRIAL DOMINGOS BIANCARDI,500.0
4,60,2,1,1,0,VILA GIUNTA,650.0
5,135,3,2,2,13,JARDIM ESTORIL IV,3500.0
7,31,1,1,1,81,ALAMEDA DOUTOR OCTAVIO PINHEIRO BRISOLLA  VILA NOVA CIDADE UNIVERSITARIA,750.0
9,285,3,4,2,23,VILA NOVA CIDADE UNIVERSITARIA,4000.0
5,96,3,3,2,4,VILA NOVA CIDADE UNIVERSITARIA,1200.0
9,55,2,1,1,20,JARDIM INFANTE DOM HENRIQUE,900.0
4,72,2,2,2,0,JARDIM INFANTE DOM HENRIQUE,1800.0
9,93,3,2,2,57,PARQUE JARDIM EUROPA,1800.0
8,52,2,1,1,42,JARDIM AMERICA,850.0
9,70,3,1,1,15,JARDIM DAS ORQUIDEAS,500.0
9,66,2,1,1,34,JARDIM INFANTE DOM HENRIQUE,850.0
9,48,2,1,1,30,JARDIM GODOY,700.0
9,39,1,1,1,63,VILA SANTA TEREZA,1000.0
9,182,3,4,1,30,VILA AVIACAO,6500.0
4,35,1,1,1,0,VILA CARDIA,480.0
4,55,3,2,1,0,JARDIM TERRA BRANCA,900.0
6,300,3,2,1,24,CENTRO,1800.0
9,80,3,2,1,23,VILA NOVA CIDADE UNIVERSITARIA,950.0
7,217,3,2,-1,15,JARDIM PANORAMA,2300.0
4,46,2,1,1,0,VILA PACIFICO,700.0
4,85,3,1,2,0,JARDIM AMERICA,2300.0
4,65,3,1,1,0,JARDIM AURI VERDE,700.0
8,50,2,1,-1,12,JARDIM MARAMBA,900.0
9,45,2,1,1,5,JARDIM AMERICA,980.0
6,68,2,1,2,25,PARQUE VISTA ALEGRE,1100.0
7,30,1,1,1,9,VILA NOVA CIDADE UNIVERSITARIA,900.0
9,1000,6,7,4,35,VILA ALTINOPOLIS,7000.0
4,91,3,4,3,0,VILA MESQUITA,3000.0
4,69,2,2,1,0,VILA NOVA CIDADE UNIVERSITARIA,1800.0
9,109,2,2,2,25,VILA ALTINOPOLIS,3500.0
4,80,3,1,1,0,CENTRO,800.0
4,64,3,1,1,0,JARDIM DAS ORQUIDEAS,900.0
4,35,1,1,1,0,JARDIM PAULISTA,800.0
4,30,1,1,-1,0,JARDIM FERRAZ,400.0
4,50,2,1,-1,0,PRACA DOM PEDRO II  CENTRO,750.0
4,42,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,650.0
6,432,3,1,4,55,NOVO JARDIM PAGANI,1250.0
9,66,2,2,1,259,ALTO HIGIENOPOLIS,1750.0
9,40,1,1,1,5,JARDIM PANORAMA,1000.0
6,65,2,1,1,34,VILA SANTA TEREZA,1300.0
9,120,2,2,2,0,VILA AVIACAO,4500.0
7,47,2,1,1,78,VILA PACIFICO,920.0
4,75,3,2,2,0,VILA AVIACAO,2600.0
4,35,1,1,1,0,CENTRO,800.0
9,133,3,3,2,0,JARDIM PANORAMA,2900.0
4,38,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,650.0
4,65,2,2,1,0,JARDIM AMALIA,700.0
6,67,2,1,1,0,JARDIM DAS ORQUIDEAS,700.0
8,43,2,1,1,99,JARDIM EUGENIA,550.0
7,43,2,1,1,99,JARDIM EUGENIA,650.0
7,43,2,1,1,99,JARDIM EUGENIA,600.0
4,30,1,1,1,0,VILA SANTA TEREZA,750.0
4,81,3,1,-1,0,JARDIM INFANTE DOM HENRIQUE,1600.0
4,50,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,850.0
4,400,3,4,6,0,JARDIM NASRALLA,4500.0
7,60,2,1,1,5,VILA ALTINOPOLIS,1350.0
9,65,2,2,1,14,VILA CARDIA,1400.0
8,47,2,1,1,22,PARQUE SAO JOAO,550.0
5,47,2,1,1,39,JARDIM SAMBURA,650.0
9,200,4,6,3,30,JARDIM AMERICA,4350.0
4,5000,3,1,1,0,JARDIM ESTORIL IV,1200.0
9,47,2,1,-1,19,PARQUE SAO JOAO,550.0
7,47,3,1,1,36,JARDIM DAS ORQUIDEAS,500.0
8,60,3,1,1,32,JARDIM AURI VERDE,700.0
4,67,3,1,1,0,VILA CARDIA,1000.0
4,47,2,1,1,0,JARDIM NOVA,450.0
4,70,3,1,1,0,PARQUE VIADUTO,900.0
9,350,5,6,4,5,VILA CIDADE UNIVERSITARIA,4200.0
4,68,2,2,1,0,ALAMEDA DOUTOR OCTAVIO PINHEIRO BRISOLLA  VILA SANTA TEREZA,700.0
4,50,1,1,1,0,VILA ALTINOPOLIS,1300.0
4,103,3,4,2,0,VILA MESQUITA,3000.0
4,250,3,3,2,0,JARDIM ESTORIL,3000.0
4,42,1,1,1,0,JARDIM NASRALLA,1000.0
4,380,3,7,4,0,JARDIM ESTORIL IV,7000.0
4,40,1,1,1,0,VILA AVIACAO,1500.0
4,38,1,1,1,0,JARDIM BRASIL,800.0
9,70,3,1,1,27,VILA CIDADE UNIVERSITARIA,850.0
9,39,1,1,1,49,VILA SANTA TEREZA,1000.0
6,75,3,2,2,0,JARDIM INFANTE DOM HENRIQUE,1550.0
5,100,1,1,1,28,NOVO JARDIM PAGANI,900.0
8,67,2,1,1,32,JARDIM AURI VERDE,1100.0
4,38,1,1,1,0,VILA CIDADE UNIVERSITARIA,1000.0
7,35,1,1,1,32,VILA GUEDES DE AZEVEDO,700.0
9,77,2,2,1,31,JARDIM INFANTE DOM HENRIQUE,1350.0
4,45,1,1,1,0,VILA SANTA TEREZA,1080.0
9,228,3,5,4,14,RESIDENCIAL VILLAGGIO II,5500.0
6,31,1,1,1,25,VILA CIDADE UNIVERSITARIA,1150.0
6,48,2,1,1,49,PARQUE UNIAO,550.0
4,50,2,2,-1,0,JARDIM INFANTE DOM HENRIQUE,1150.0
7,38,1,1,1,26,VILA BRUNHARI,600.0
4,45,1,1,1,0,VILA SANTA TEREZA,1500.0
9,77,2,2,1,36,JARDIM INFANTE DOM HENRIQUE,1100.0
4,65,2,2,2,0,VILA NOVA CIDADE UNIVERSITARIA,1800.0
4,156,3,4,2,0,VILA CIDADE UNIVERSITARIA,2600.0
9,140,3,5,3,41,JARDIM ESTORIL IV,2600.0
4,38,1,1,1,0,JARDIM BRASIL,1400.0
9,90,3,1,1,58,VILA SANTO ANTONIO,1000.0
4,125,3,3,3,0,VILA AVIACAO,4500.0
4,72,2,1,1,0,PARQUE JARDIM EUROPA,2500.0
5,200,4,1,1,26,CENTRO,1700.0
4,65,2,1,-1,0,CENTRO,800.0
7,70,3,2,1,22,JARDIM AMERICA,700.0
6,47,1,1,1,0,CENTRO,550.0
8,125,3,4,3,70,VILA AVIACAO,3500.0
9,60,2,1,1,22,VILA SANTA TEREZA,1300.0
9,40,1,1,1,22,VILA SANTA TEREZA,1000.0
4,35,1,1,1,0,VILA SANTA TEREZA,900.0
4,70,2,1,2,0,VILA CARDIA,1200.0
4,47,1,1,1,0,CENTRO,1100.0
7,149,3,2,1,15,JARDIM ARARUNA,1400.0
9,38,1,1,1,51,JARDIM ESTORIL IV,1050.0
9,47,2,1,1,23,JARDIM TERRA BRANCA,650.0
9,36,1,1,1,35,ALTOS DA CIDADE,1050.0
7,36,1,1,1,11,VILA CARDIA,610.0
6,45,2,1,1,24,VILA BELA,700.0
4,50,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,1300.0
4,35,1,1,-1,0,VILA NOVA CIDADE UNIVERSITARIA,600.0
9,80,2,2,2,65,JARDIM INFANTE DOM HENRIQUE,1800.0
4,85,2,3,1,0,CENTRO,800.0
4,67,2,3,1,0,VILA NOVA CIDADE UNIVERSITARIA,1850.0
9,68,2,2,1,36,VILA NOVA CIDADE UNIVERSITARIA,800.0
4,80,1,1,-1,0,PARQUE DAS NACOES,700.0
9,55,2,1,1,34,JARDIM CONTORNO,750.0
5,78,3,2,-1,85,JARDIM INFANTE DOM HENRIQUE,1500.0
6,199,3,2,2,19,VILA CIDADE UNIVERSITARIA,2000.0
9,50,2,1,1,44,JARDIM PANORAMA,1700.0
5,60,2,1,1,31,JARDIM BELA VISTA,1100.0
9,40,1,1,1,43,VILA NOVA CIDADE UNIVERSITARIA,900.0
